Nome_da_Empresa,Status_do_Foguete,Custo_da_Missao,Status_da_Missao,Pais,Estado_Regiao,Ano,Mes,Dia,Hora,Modelo_Foguete,Carga_Util,Pais_Mapa,Status_da_Missao_Num,Status_do_Foguete_Num
Arianespace,StatusActive,200.0,Success,France,French Guiana,2011,10,21,7,Soyuz ST-B/Fregat-MT,Galileo IOV FM01-FM02,France,3,1
ISRO,StatusActive,21.0,Success,India,Satish Dhawan Space Centre,2011,10,12,5,PSLV-CA,Megha-Tropiques & Rideshares,India,3,1
Land Launch,StatusActive,112.5,Success,Kazakhstan,Baikonur Cosmodrome,2011,10,5,21,Zenit-3 SLB,Intelsat 18,Kazakhstan,3,1
CASC,StatusActive,30.8,Success,China,Jiuquan Satellite Launch Center,2011,9,29,21,Long March 2F/T,Tiangong-1,China,3,1
Northrop,StatusActive,46.0,Success,USA,Alaska,2011,9,27,15,Minotaur IV,TacSat-4,United States,3,1
Sea Launch,StatusActive,112.5,Success,Pacific Ocean,Kiritimati Launch Area,2011,9,24,20,Zenit-3 SL,Atlantic Bird 7,International Waters,3,1
MHI,StatusActive,90.0,Success,Japan,Tanegashima Space Center,2011,9,23,4,H-IIA 202,IGS-Optical 4,Japan,3,1
Arianespace,StatusActive,200.0,Success,France,French Guiana,2011,9,21,21,Ariane 5 ECA,"Arabsat-5C, SES-2",France,3,1
MHI,StatusActive,90.0,Success,Japan,Tanegashima Space Center,2011,9,11,11,H-IIA 202,Michibiki 1,Japan,3,1
ULA,StatusRetired,123.0,Success,USA,Florida,2011,9,10,13,Delta II 7920H-10C,GRAIL,United States,3,0
Kosmotras,StatusRetired,29.0,Success,Russia,Yasny Cosmodrome,2011,8,17,7,Dnepr,Sich 2 & Others,Russia,3,0
Arianespace,StatusActive,200.0,Success,France,French Guiana,2011,8,6,22,Ariane 5 ECA,"Astra 1N, BSAT-3C (JCSAT-110R)",France,3,1
ULA,StatusActive,153.0,Success,USA,Florida,2011,8,5,16,Atlas V 551,Juno,United States,3,1
Roscosmos,StatusActive,48.5,Success,Kazakhstan,Baikonur Cosmodrome,2011,7,18,2,Zenit-3 SLBF,Spektr-R,Kazakhstan,3,1
ULA,StatusRetired,164.0,Success,USA,Florida,2011,7,16,6,"Delta IV Medium+ (4,2)",GPS IIF-2,United States,3,0
ISRO,StatusActive,31.0,Success,India,Satish Dhawan Space Centre,2011,7,15,11,PSLV-XL,GSAT-12,India,3,1
NASA,StatusRetired,450.0,Success,USA,Florida,2011,7,8,15,Space Shuttle Atlantis,STS-135,United States,3,0
Northrop,StatusActive,40.0,Success,USA,Virginia,2011,6,30,3,Minotaur I,ORS-1,United States,3,1
ISA,StatusRetired,112.5,Success,Iran,Semnan Space Center,2011,,,,Safir-1A,Rasad 1,Iran,3,0
ULA,StatusRetired,123.0,Success,USA,California,2011,6,10,14,Delta II 7320-10C,SAC-D,United States,3,0
Arianespace,StatusActive,200.0,Success,France,French Guiana,2011,5,20,20,Ariane 5 ECA,"ST-2, GSAT-8",France,3,1
NASA,StatusRetired,450.0,Success,USA,Florida,2011,5,16,12,Space Shuttle Endeavour,STS-134,United States,3,0
ULA,StatusActive,109.0,Success,USA,Florida,2011,5,7,18,Atlas V 401,SBIRS GEO-1,United States,3,1
Arianespace,StatusActive,200.0,Success,France,French Guiana,2011,4,22,21,Ariane 5 ECA,"Yahsat 1A, Intelsat 28 (New Dawn)",France,3,1
ISRO,StatusRetired,25.0,Success,India,Satish Dhawan Space Centre,2011,4,20,4,PSLV-G,ResourceSat-2 & X-Sat & YouthSat,India,3,0
ULA,StatusActive,115.0,Success,USA,California,2011,4,15,4,Atlas V 411,NROL-34,United States,3,1
ULA,StatusRetired,164.0,Success,USA,Florida,2011,3,11,22,"Delta IV Medium+ (4,2)",NROL-27,United States,3,0
ULA,StatusActive,120.0,Success,USA,Florida,2011,3,5,22,Atlas V 501,OTV-2,United States,3,1
Northrop,StatusActive,45.0,Failure,USA,California,2011,3,4,10,Minotaur C (Taurus),"Glory, KySat-1, Hermes, and Explorer-1 [PRIME]",United States,0,1
NASA,StatusRetired,450.0,Success,USA,Florida,2011,2,24,21,Space Shuttle Discovery,STS-133,United States,3,0
Arianespace,StatusRetired,200.0,Success,France,French Guiana,2011,2,15,22,Ariane 5 ES,Johannes Kepler ATV,France,3,0
Northrop,StatusActive,40.0,Success,USA,California,2011,2,6,12,Minotaur I,NROL-66,United States,3,1
VKS RF,StatusRetired,41.8,Partial Failure,Russia,Plesetsk Cosmodrome,2011,2,1,14,Rokot/Briz KM,Cosmos 2470,Russia,2,0
MHI,StatusRetired,112.5,Success,Japan,Tanegashima Space Center,2011,1,22,5,H-IIB,HTV-2,Japan,3,0
ULA,StatusActive,350.0,Success,USA,California,2011,1,20,21,Delta IV Heavy,NROL-49,United States,3,1
Roscosmos,StatusActive,48.5,Success,Kazakhstan,Baikonur Cosmodrome,2011,1,20,12,Zenit-3 SLBF,Elektro-L n†­1,Kazakhstan,3,1
Arianespace,StatusActive,200.0,Success,France,French Guiana,2010,12,29,21,Ariane 5 ECA,"Koreasat 6, Hispasat-1E",France,3,1
ISRO,StatusRetired,47.0,Failure,India,Satish Dhawan Space Centre,2010,12,25,10,GSLV Mk I,GSAT-5P,India,0,0
SpaceX,StatusRetired,59.5,Success,USA,Florida,2010,12,8,15,Falcon 9 v1.0,COTS-1,United States,3,0
Arianespace,StatusActive,200.0,Success,France,French Guiana,2010,11,26,18,Ariane 5 ECA,"Intelsat 17, HYLAS-1",France,3,1
ULA,StatusActive,350.0,Success,USA,Florida,2010,11,21,22,Delta IV Heavy,NROL-32,United States,3,1
Northrop,StatusActive,46.0,Success,USA,Alaska,2010,11,20,1,Minotaur IV,STP-S26,United States,3,1
ULA,StatusRetired,123.0,Success,USA,California,2010,11,6,2,Delta II 7420-10C,COSMO-4,United States,3,0
Arianespace,StatusActive,200.0,Success,France,French Guiana,2010,10,28,23,Ariane 5 ECA,"Eutelsat W3B, BSAT-3B",France,3,1
VKS RF,StatusRetired,41.8,Success,Russia,Plesetsk Cosmodrome,2010,9,30,17,Molniya-M /Block 2BL,Cosmos 2469,Russia,3,0
Northrop,StatusActive,46.0,Success,USA,California,2010,9,26,4,Minotaur IV,SBSS,United States,3,1
ULA,StatusActive,120.0,Success,USA,California,2010,9,21,4,Atlas V 501,NROL-41,United States,3,1
VKS RF,StatusRetired,41.8,Success,Russia,Plesetsk Cosmodrome,2010,9,8,3,Rokot/Briz KM,"Cosmos 2467, 2468 and Goniets-M 12",Russia,3,0
ULA,StatusActive,140.0,Success,USA,Florida,2010,8,14,11,Atlas V 531,AEHF-1,United States,3,1
Arianespace,StatusActive,200.0,Success,France,French Guiana,2010,8,4,20,Ariane 5 ECA,"Nilesat-201, Rascom-QAF 1R",France,3,1
ISRO,StatusActive,21.0,Success,India,Satish Dhawan Space Centre,2010,7,12,3,PSLV-CA,Cartosat-2B & Rideshares,India,3,1
Arianespace,StatusActive,200.0,Success,France,French Guiana,2010,6,26,21,Ariane 5 ECA,"Arabsat-5A, COMS-1",France,3,1
IAI,StatusActive,90.0,Success,Israel,Palmachim Airbase,2010,,,,Shavit-2,Ofek-9,Israel,3,1
Kosmotras,StatusRetired,29.0,Success,Kazakhstan,Baikonur Cosmodrome,2010,6,21,2,Dnepr,TanDEM-X,Kazakhstan,3,0
Kosmotras,StatusRetired,29.0,Success,Russia,Yasny Cosmodrome,2010,6,15,14,Dnepr,Picard & Others,Russia,3,0
KARI,StatusRetired,90.0,Failure,South Korea,Naro Space Center,2010,6,10,8,Naro-1,STSAT-2B,South Korea,0,0
SpaceX,StatusRetired,59.5,Success,USA,Florida,2010,6,4,18,Falcon 9 v1.0,Flight 1,United States,3,0
Eurockot,StatusRetired,41.8,Success,Russia,Plesetsk Cosmodrome,2010,6,2,1,Rokot/Briz KM,SERVIS-2,Russia,3,0
ULA,StatusRetired,164.0,Success,USA,Florida,2010,5,28,3,"Delta IV Medium+ (4,2)",GPS IIF-1,United States,3,0
Arianespace,StatusActive,200.0,Success,France,French Guiana,2010,5,21,22,Ariane 5 ECA,Astra 3B  & COMSATBw-2,France,3,1
NASA,StatusRetired,450.0,Success,USA,Florida,2010,5,14,18,Space Shuttle Atlantis,STS-132,United States,3,0
MHI,StatusActive,90.0,Success,Japan,Tanegashima Space Center,2010,5,10,21,H-IIA 202,"Akatsuki, IKAROS & Others",Japan,3,1
Roscosmos,StatusRetired,48.5,Success,Kazakhstan,Baikonur Cosmodrome,2010,4,28,17,Soyuz U,Progress M-05M,Kazakhstan,3,0
VKS RF,StatusRetired,41.8,Success,Russia,Plesetsk Cosmodrome,2010,4,27,1,Cosmos-3M (11K65M),Cosmos 2463,Russia,3,0
ULA,StatusActive,120.0,Success,USA,Florida,2010,4,22,23,Atlas V 501,OTV-1,United States,3,1
ISRO,StatusActive,47.0,Failure,India,Satish Dhawan Space Centre,2010,4,15,10,GSLV Mk II,GSAT-4,India,0,1
Kosmotras,StatusRetired,29.0,Success,Kazakhstan,Baikonur Cosmodrome,2010,4,8,13,Dnepr,CryoSat-2,Kazakhstan,3,0
NASA,StatusRetired,450.0,Success,USA,Florida,2010,4,5,10,Space Shuttle Discovery,STS-131,United States,3,0
Roscosmos,StatusRetired,48.5,Success,Kazakhstan,Baikonur Cosmodrome,2010,4,2,4,Soyuz FG,Soyuz TMA-18,Kazakhstan,3,0
ULA,StatusRetired,164.0,Success,USA,Florida,2010,3,4,23,"Delta IV Medium+ (4,2)",GOES 15,United States,3,0
ULA,StatusActive,109.0,Success,USA,Florida,2010,2,11,15,Atlas V 401,SDO,United States,3,1
NASA,StatusRetired,450.0,Success,USA,Florida,2010,2,8,9,Space Shuttle Endeavour,STS-130,United States,3,0
Roscosmos,StatusRetired,48.5,Success,Kazakhstan,Baikonur Cosmodrome,2010,2,3,3,Soyuz U,Soyuz-U,Kazakhstan,3,0
Arianespace,StatusRetired,200.0,Success,France,French Guiana,2009,12,18,16,Ariane 5 GS,Helios 2B,France,3,0
ULA,StatusRetired,123.0,Success,USA,California,2009,12,14,14,Delta II 7320-10C,WISE,United States,3,0
ULA,StatusRetired,123.0,Success,USA,Florida,2009,12,6,1,"Delta IV Medium+ (5,4)",WGS-3,United States,3,0
Land Launch,StatusActive,123.0,Success,Kazakhstan,Baikonur Cosmodrome,2009,11,30,21,Zenit-3 SLB,Intelsat 15,Kazakhstan,3,1
MHI,StatusActive,90.0,Success,Japan,Tanegashima Space Center,2009,11,28,1,H-IIA 202,IGS-Optical 3,Japan,3,1
ULA,StatusActive,130.0,Success,USA,Florida,2009,11,23,6,Atlas V 431,Intersat 14,United States,3,1
NASA,StatusRetired,450.0,Success,USA,Florida,2009,11,16,19,Space Shuttle Atlantis,STS-129,United States,3,0
Eurockot,StatusRetired,41.8,Success,Russia,Plesetsk Cosmodrome,2009,11,2,1,Rokot/Briz KM,SMOS and Proba-2,Russia,3,0
Arianespace,StatusActive,200.0,Success,France,French Guiana,2009,10,29,20,Ariane 5 ECA,NSS-12 & Thor-6,France,3,1
NASA,StatusRetired,450.0,Success,USA,Florida,2009,10,28,15,Ares 1-X,Ares 1-X Test Flight,United States,3,0
ULA,StatusActive,109.0,Success,USA,California,2009,10,18,16,Atlas V 401,DMSP-5D3-F18,United States,3,1
ULA,StatusRetired,123.0,Success,USA,California,2009,10,8,18,Delta II 7920-10C,WorldView-2,United States,3,0
Arianespace,StatusActive,200.0,Success,France,French Guiana,2009,10,1,21,Ariane 5 ECA,Amazonas 2 & COMSATBw-1,France,3,1
ULA,StatusRetired,123.0,Success,USA,Florida,2009,9,25,12,Delta II 7920-10C,STSS Demo,United States,3,0
ISRO,StatusActive,21.0,Success,India,Satish Dhawan Space Centre,2009,9,23,6,PSLV-CA,Oceansat-2 & Rideshares,India,3,1
MHI,StatusRetired,112.5,Success,Japan,Tanegashima Space Center,2009,9,10,17,H-IIB,HTV-1,Japan,3,0
ULA,StatusActive,109.0,Success,USA,Florida,2009,9,8,21,Atlas V 401,PAN,United States,3,1
NASA,StatusRetired,450.0,Success,USA,Florida,2009,8,28,3,Space Shuttle Discovery,STS-128,United States,3,0
KARI,StatusRetired,123.0,Failure,South Korea,Naro Space Center,2009,8,25,8,Naro-1,STSAT-2A,South Korea,0,0
Arianespace,StatusActive,200.0,Success,France,French Guiana,2009,8,21,22,Ariane 5 ECA,JCSAT-12 & Optus D3,France,3,1
ULA,StatusRetired,123.0,Success,USA,Florida,2009,8,17,10,Delta II 7925,GPS IIRM-8,United States,3,0
Kosmotras,StatusRetired,29.0,Success,Kazakhstan,Baikonur Cosmodrome,2009,7,29,18,Dnepr,DubaiSat 1 & Others,Kazakhstan,3,0
VKS RF,StatusRetired,41.8,Success,Russia,Plesetsk Cosmodrome,2009,7,21,3,Cosmos-3M (11K65M),Cosmos 2454,Russia,3,0
NASA,StatusRetired,450.0,Success,USA,Florida,2009,7,15,22,Space Shuttle Endeavour,STS-127,United States,3,0
SpaceX,StatusRetired,7.0,Success,USA,Marshall Islands,2009,7,14,3,Falcon 1,RazakSat,United States,3,0
VKS RF,StatusRetired,41.8,Success,Russia,Plesetsk Cosmodrome,2009,7,6,1,Rokot/Briz KM,Cosmos 2451 to 2453,Russia,3,0
Arianespace,StatusActive,200.0,Success,France,French Guiana,2009,7,1,19,Ariane 5 ECA,TerreStar-1,France,3,1
ULA,StatusRetired,164.0,Success,USA,Florida,2009,6,27,22,"Delta IV Medium+ (4,2)",GOES-O,United States,3,0
Land Launch,StatusActive,123.0,Success,Kazakhstan,Baikonur Cosmodrome,2009,6,21,21,Zenit-3 SLB,MEASAT 3a,Kazakhstan,3,1
ULA,StatusActive,123.0,Success,USA,Florida,2009,6,18,17,Atlas V 421,LRO/LCROSS,United States,3,1
Northrop,StatusActive,40.0,Success,USA,Virginia,2009,5,19,23,Minotaur I,TacSat-3 / PharmaSat / AeroCube 3 / HawkSat I / CP6,United States,3,1
Arianespace,StatusActive,200.0,Success,France,French Guiana,2009,5,14,13,Ariane 5 ECA,Herschel Space Observatory & Planck,France,3,1
NASA,StatusRetired,450.0,Success,USA,Florida,2009,5,11,18,Space Shuttle Atlantis,STS-125,United States,3,0
ULA,StatusRetired,123.0,Success,USA,California,2009,5,5,20,Delta II 7920-10C,STSS-ATRR,United States,3,0
Sea Launch,StatusActive,123.0,Success,Pacific Ocean,Kiritimati Launch Area,2009,4,20,8,Zenit-3 SL,Sicral-1B,International Waters,3,1
ISRO,StatusActive,21.0,Success,India,Satish Dhawan Space Centre,2009,4,20,1,PSLV-CA,RISAT-2 & ANUSAT,India,3,1
KCST,StatusRetired,123.0,Failure,North Korea,Tonghae Satellite Launching Ground,2009,4,5,2,Unha-2,Kwangmyngsng-2,North Korea,0,0
ULA,StatusActive,123.0,Success,USA,Florida,2009,4,4,0,Atlas V 421,WGS-2,United States,3,1
ULA,StatusRetired,123.0,Success,USA,Florida,2009,3,24,8,Delta II 7925,GPS IIRM-7,United States,3,0
Eurockot,StatusRetired,41.8,Success,Russia,Plesetsk Cosmodrome,2009,3,17,14,Rokot/Briz KM,GOCE,Russia,3,0
NASA,StatusRetired,450.0,Success,USA,Florida,2009,3,15,23,Space Shuttle Discovery,STS-119,United States,3,0
ULA,StatusRetired,123.0,Success,USA,Florida,2009,3,7,3,Delta II 7925-10L,Kepler,United States,3,0
Land Launch,StatusActive,123.0,Success,Kazakhstan,Baikonur Cosmodrome,2009,2,26,8,Zenit-3 SLB,Telstar-11N,Kazakhstan,3,1
Northrop,StatusActive,45.0,Failure,USA,California,2009,2,24,9,Minotaur C (Taurus),Orbiting Carbon Observatory,United States,0,1
Arianespace,StatusActive,200.0,Success,France,French Guiana,2009,2,12,22,Ariane 5 ECA,"Hot Bird 10, NSS-9, Spirale-A & B",France,3,1
ULA,StatusRetired,123.0,Success,USA,California,2009,2,6,10,Delta II 7320-10C,NOAA-N Prime,United States,3,0
ISA,StatusRetired,123.0,Success,Iran,Semnan Space Center,2009,,,,Safir-1,Omid,Iran,3,0
VKS RF,StatusRetired,41.8,Success,Russia,Plesetsk Cosmodrome,2009,1,30,13,Tsyklon-3,Koronas Foton,Russia,3,0
MHI,StatusActive,90.0,Success,Japan,Tanegashima Space Center,2009,1,23,3,H-IIA 202,"Ibuki, Maido 1 & Others",Japan,3,1
ULA,StatusActive,350.0,Success,USA,Florida,2009,1,18,2,Delta IV Heavy,NROL-26,United States,3,1
Arianespace,StatusActive,200.0,Success,France,French Guiana,2008,12,20,22,Ariane 5 ECA,Hot Bird 9 & Eutelsat W2M,France,3,1
VKS RF,StatusRetired,41.8,Success,Russia,Plesetsk Cosmodrome,2008,12,2,4,Molniya-M /Block 2BL,Cosmos 2446,Russia,3,0
NASA,StatusRetired,450.0,Success,USA,Florida,2008,11,15,0,Space Shuttle Endeavour,STS-126,United States,3,0
CASC,StatusActive,29.75,Success,China,Jiuquan Satellite Launch Center,2008,11,5,0,Long March 2D,Shiyan-3 & Chuangxin-1(02),China,3,1
CASC,StatusActive,29.75,Success,China,Jiuquan Satellite Launch Center,2008,11,5,0,Long March 2D,Shiyan-3 & Chuangxin-1(02),China,3,1
CASC,StatusActive,29.15,Success,China,Xichang Satellite Launch Center,2008,10,29,16,Long March 3B/E,VENESAT 1,China,3,1
ULA,StatusRetired,123.0,Success,USA,California,2008,10,25,2,Delta II 7420-10C,COSMO-3,United States,3,0
CASC,StatusActive,64.68,Success,China,Taiyuan Satellite Launch Center,2008,10,25,1,Long March 4B,Shijian-6E & F,China,3,1
ISRO,StatusActive,31.0,Success,India,Satish Dhawan Space Centre,2008,10,22,0,PSLV-XL,Chandrayaan-1,India,3,1
Northrop,StatusActive,40.0,Success,USA,Marshall Islands,2008,10,19,17,Pegasus XL,IBEX,United States,3,1
Kosmotras,StatusRetired,29.0,Success,Russia,Yasny Cosmodrome,2008,10,1,6,Dnepr,THEOS 1,Russia,3,0
SpaceX,StatusRetired,7.0,Success,USA,Marshall Islands,2008,9,28,23,Falcon 1,RatSat,United States,3,0
CASC,StatusActive,30.8,Success,China,Jiuquan Satellite Launch Center,2008,9,28,13,Long March 2F/G,Shenzhou 7,China,3,1
Sea Launch,StatusActive,41.8,Success,Pacific Ocean,Kiritimati Launch Area,2008,9,24,9,Zenit-3 SL,Galaxy 19,International Waters,3,1
ULA,StatusRetired,123.0,Success,USA,California,2008,9,6,18,Delta II 7420-10C,GeoEye-1,United States,3,0
CASC,StatusActive,30.8,Success,China,Taiyuan Satellite Launch Center,2008,9,6,3,Long March 2C/SMA,Huanjing-1A & 1B,China,3,1
Kosmotras,StatusRetired,29.0,Success,Kazakhstan,Baikonur Cosmodrome,2008,8,29,7,Dnepr,RapidEye 1 to 5,Kazakhstan,3,0
ISA,StatusRetired,41.8,Failure,Iran,Semnan Space Center,2008,,,,Safir-1,Unknown Payload,Iran,0,0
Arianespace,StatusActive,200.0,Success,France,French Guiana,2008,8,14,20,Ariane 5 ECA,Superbird-7 & AMC-21,France,3,1
SpaceX,StatusRetired,7.0,Failure,USA,Marshall Islands,2008,8,3,3,Falcon 1,Flight 3,United States,0,0
VKS RF,StatusRetired,41.8,Success,Russia,Plesetsk Cosmodrome,2008,7,22,2,Cosmos-3M (11K65M),SAR-Lupe 5,Russia,3,0
Sea Launch,StatusActive,41.8,Success,Pacific Ocean,Kiritimati Launch Area,2008,7,16,5,Zenit-3 SL,EchoStar XI,International Waters,3,1
Arianespace,StatusActive,200.0,Success,France,French Guiana,2008,7,7,21,Ariane 5 ECA,ProtoStar-1 & Badr-6,France,3,1
ULA,StatusRetired,123.0,Success,USA,California,2008,6,20,7,Delta II 7320-10C,Jason-2,United States,3,0
VKS RF,StatusRetired,41.8,Success,Russia,Plesetsk Cosmodrome,2008,6,19,6,Cosmos-3M (11K65M),Orbcomm Satellites,Russia,3,0
Arianespace,StatusActive,200.0,Success,France,French Guiana,2008,6,12,22,Ariane 5 ECA,Skynet 5C & Turksat 3A,France,3,1
ULA,StatusRetired,123.0,Success,USA,Florida,2008,6,11,16,Delta II 7920H-10C,GLAST,United States,3,0
CASC,StatusActive,30.8,Success,China,Xichang Satellite Launch Center,2008,6,9,12,Long March 3B,ChinaSat 9,China,3,1
NASA,StatusRetired,450.0,Success,USA,Florida,2008,5,31,21,Space Shuttle Discovery,STS-124,United States,3,0
CASC,StatusActive,64.68,Success,China,Taiyuan Satellite Launch Center,2008,5,27,3,Long March 4C,Fengyun-3A,China,3,1
VKS RF,StatusRetired,41.8,Success,Russia,Plesetsk Cosmodrome,2008,5,23,15,Rokot/Briz KM,"Cosmos 2437 to 2439, Youbilielnyi",Russia,3,0
Sea Launch,StatusActive,41.8,Success,Pacific Ocean,Kiritimati Launch Area,2008,5,21,9,Zenit-3 SL,Galaxy 18,International Waters,3,1
Land Launch,StatusActive,41.8,Partial Failure,Kazakhstan,Baikonur Cosmodrome,2008,4,28,5,Zenit-3 SLB,AMOS 3,Kazakhstan,2,1
ISRO,StatusActive,21.0,Success,India,Satish Dhawan Space Centre,2008,4,28,3,PSLV-CA,Cartosat-2A & Rideshares,India,3,1
CASC,StatusActive,20.14,Success,China,Xichang Satellite Launch Center,2008,4,25,15,Long March 3C,Tianlian I-01,China,3,1
Arianespace,StatusActive,200.0,Success,France,French Guiana,2008,4,18,22,Ariane 5 ECA,Star One C2 & Vinasat-1,France,3,1
Northrop,StatusActive,40.0,Success,USA,Marshall Islands,2008,4,15,17,Pegasus XL,C/NOFS,United States,3,1
ULA,StatusActive,123.0,Success,USA,Florida,2008,4,14,20,Atlas V 421,ICO G1,United States,3,1
VKS RF,StatusRetired,41.8,Success,Russia,Plesetsk Cosmodrome,2008,3,27,17,Cosmos-3M (11K65M),SAR-Lupe 4,Russia,3,0
Sea Launch,StatusActive,41.8,Success,Pacific Ocean,Kiritimati Launch Area,2008,3,19,22,Zenit-3 SL,DirecTV-11,International Waters,3,1
ULA,StatusRetired,123.0,Success,USA,Florida,2008,3,15,6,Delta II 7925,GPS IIRM-6,United States,3,0
ULA,StatusActive,115.0,Success,USA,California,2008,3,13,10,Atlas V 411,NROL-28,United States,3,1
NASA,StatusRetired,450.0,Success,USA,Florida,2008,3,11,6,Space Shuttle Endeavour,STS-123,United States,3,0
Arianespace,StatusRetired,200.0,Success,France,French Guiana,2008,3,9,4,Ariane 5 ES,Jules Verne ATV,France,3,0
MHI,StatusActive,90.0,Success,Japan,Tanegashima Space Center,2008,2,23,8,H-IIA 202,Kizuna,Japan,3,1
NASA,StatusRetired,450.0,Success,USA,Florida,2008,2,7,19,Space Shuttle Atlantis,STS-122,United States,3,0
ISRO,StatusActive,21.0,Success,India,Satish Dhawan Space Centre,2008,1,21,3,PSLV-CA,TecSAR,India,3,1
Sea Launch,StatusActive,41.8,Success,Pacific Ocean,Kiritimati Launch Area,2008,1,15,11,Zenit-3 SL,Thuraya-3,International Waters,3,1
Arianespace,StatusRetired,200.0,Success,France,French Guiana,2007,12,21,21,Ariane 5 GS,Rascom-QAF1 & Horizons-2,France,3,0
ULA,StatusRetired,123.0,Success,USA,Florida,2007,12,20,20,Delta II 7925,GPS IIRM-5,United States,3,0
ULA,StatusActive,109.0,Success,USA,Florida,2007,12,10,22,Atlas V 401,NROL-24,United States,3,1
ULA,StatusRetired,123.0,Success,USA,California,2007,12,9,2,Delta II 7420-10C,COSMO-2,United States,3,0
Arianespace,StatusActive,200.0,Success,France,French Guiana,2007,11,14,22,Ariane 5 ECA,Skynet 5B & Star One C1,France,3,1
CASC,StatusActive,64.68,Success,China,Taiyuan Satellite Launch Center,2007,11,11,22,Long March 4C,Yaogan 3,China,3,1
ULA,StatusActive,350.0,Success,USA,Florida,2007,11,11,1,Delta IV Heavy,DSP-23,United States,3,1
VKS RF,StatusRetired,41.8,Success,Russia,Plesetsk Cosmodrome,2007,11,1,0,Cosmos-3M (11K65M),SAR-Lupe 3,Russia,3,0
CASC,StatusActive,30.8,Success,China,Xichang Satellite Launch Center,2007,10,24,10,Long March 3B,Chang'e 1,China,3,1
VKS RF,StatusRetired,41.8,Success,Russia,Plesetsk Cosmodrome,2007,10,23,4,Molniya-M /Block 2BL,Cosmos 2430,Russia,3,0
NASA,StatusRetired,450.0,Success,USA,Florida,2007,10,23,3,Space Shuttle Discovery,STS-120,United States,3,0
ULA,StatusRetired,123.0,Success,USA,Florida,2007,10,17,12,Delta II 7925,GPS IIRM-4,United States,3,0
ULA,StatusActive,123.0,Success,USA,Florida,2007,10,11,0,Atlas V 421,WSG-1,United States,3,1
Arianespace,StatusRetired,200.0,Success,France,French Guiana,2007,10,5,22,Ariane 5 GS,Intelsat 11 & Optus D2,France,3,0
ULA,StatusRetired,123.0,Success,USA,Florida,2007,9,27,11,Delta II 7925H,Dawn,United States,3,0
CASC,StatusActive,64.68,Success,China,Taiyuan Satellite Launch Center,2007,9,19,3,Long March 4B,CBERS-2B,China,3,1
ULA,StatusRetired,123.0,Success,USA,California,2007,9,18,18,Delta II 7920-10C,DigitalGlobe WorldView-1,United States,3,0
MHI,StatusRetired,90.0,Success,Japan,Tanegashima Space Center,2007,9,14,1,H-IIA 2022,SELENE,Japan,3,0
VKS RF,StatusRetired,41.8,Success,Russia,Plesetsk Cosmodrome,2007,9,11,13,Cosmos-3M (11K65M),Cosmos 2429,Russia,3,0
ISRO,StatusRetired,47.0,Partial Failure,India,Satish Dhawan Space Centre,2007,9,2,12,GSLV Mk I,INSAT-4CR,India,2,0
Arianespace,StatusActive,200.0,Success,France,French Guiana,2007,8,14,23,Ariane 5 ECA,Spaceway-3 & BSat-3A,France,3,1
NASA,StatusRetired,450.0,Success,USA,Florida,2007,8,8,22,Space Shuttle Endeavour,STS-118,United States,3,0
ULA,StatusRetired,123.0,Success,USA,Florida,2007,8,4,9,Delta II 7925,Phoenix,United States,3,0
CASC,StatusActive,30.8,Success,China,Xichang Satellite Launch Center,2007,7,5,20,Long March 3B,Chinasat-6B,China,3,1
VKS RF,StatusRetired,41.8,Success,Russia,Plesetsk Cosmodrome,2007,7,2,19,Cosmos-3M (11K65M),SAR-Lupe 2,Russia,3,0
VKS RF,StatusRetired,41.8,Success,Kazakhstan,Baikonur Cosmodrome,2007,6,29,10,Zenit-2,Cosmos 2428,Kazakhstan,3,0
Kosmotras,StatusRetired,29.0,Success,Russia,Yasny Cosmodrome,2007,6,28,15,Dnepr,Genesis 2,Russia,3,0
ULA,StatusActive,109.0,Partial Failure,USA,Florida,2007,6,15,15,Atlas V 401,NROL-30 & NOSS-3,United States,2,1
